source,enriched_description
../training_data_raw/components_core/Custom_Toast_Buttons.svg,"Size: 520x175, 
Colors: #fff, #321.00fdb, #9.00da5.00b1.00, #ebedef, #374254, 
Shapes: rectangle, text, path, 
Elements: buttons, 
Strokes: #ebedef, 
Text: ""Take action"", ""Close"", ""Hello, world! This is a toast message."", 
Keywords: custom, toast, message, buttons, rectangular, filters, typography."
../training_data_raw/components_core/Letter_avatar_3.svg,"Size: 34.00, Colors: #f8.00b114.00, Shapes: Circle, Elements: Text, Strokes: None, Text: Roboto, 16.00px, White-space: pre, Dominant-baseline: ideographic, LengthAdjust: spacingAndGlyphs."
../training_data_raw/components_core/Letter_avatar_1.svg,"Size: 34.00, Colors: #39.00f, Shapes: Circle, Elements: Text, Strokes: None, Text: Roboto, 10+ Facts: Letter avatar, ViewBox, Dominant-baseline, TextLength, LengthAdjust, SpacingAndGlyphs, Font-family, Font-weight, White-space, Fill."
../training_data_raw/components_core/Next.svg,"Size: 57.00,34.00. Colors: #fff, #505.00d73.00. Shapes: rectangle, text. Elements: path, g, text. Strokes: #505.00d73.00. Text: ""Next""."
../training_data_raw/components_core/Rounded_square_avatar_3.svg,"Size: 34.00, Colors: #2.00eb85.00c, Shapes: Rounded square, Elements: Rect, Text, Strokes: None, Text: ""CUI"", Font: Roboto, Font size: 16.00px, Fill: #fff."
../training_data_raw/components_core/Checked_active_checkbox.svg,"Size: 18.00
Colors: #321.00fdb, #e2.00d8.00f3.00, #ebedef
Shapes: rectangle, path
Elements: checkbox, checkmark
Strokes: #fff, #e2.00d8.00f3.00
Text: none"
../training_data_raw/components_core/Table_Row.svg,"Size: 160x51, Colors: #fff, #9da5b1, Shapes: rectangle, line, Elements: path, text, Strokes: 2.00, Text: Roboto, 16.00px, Fill: #374254.00."
../training_data_raw/components_core/Custom_Toast_Simple.svg,"Size: 520x78, Colors: #fff, #374254, #9da5b1, Shapes: rectangle, path, Elements: text, Strokes: none, Text: ""Hello, world! This is a toast message."", Font: Roboto, Font size: 24px."
../training_data_raw/components_core/Status_inactive_avatar.svg,"Size: 34.00
Colors: #b1.00b2.00b5.00, #e45353.00, #fff
Shapes: circle, path
Elements: filter, clipPath, mask, pattern
Strokes: #fff
Text: none"
../training_data_raw/components_core/Rounded_square_avatar_2.svg,"Size: 34.00, Colors: #f0.00f4.00f7.00, Shapes: Rect, Elements: Text, Strokes: None, Text: Roboto, Size: 16.00px, Fill: #374254.00, Rounded corners: 4.00."
../training_data_raw/components_core/Default_Success_Button.svg,"Size: 156x42, Colors: #2.00eb85.00c, Shapes: Rectangle with rounded corners, Elements: Text, Strokes: None, Text: ""Success"", Font: Roboto, Font-weight: 500.00, Font-size: 16.00px."
../training_data_raw/components_core/Default_input_L-4.svg,"Size: 560x40, Colors: #ebedef, #9.00da5.00b1.00, Shapes: rectangle with rounded corners, Elements: text, Strokes: yes, Text: ""Disabled input"", Font: Roboto, Font weight: 300, Font size: 18px."
../training_data_raw/components_core/Default_Button-4.svg,"Size: 156x42, Colors: #2.00eb85.00c, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: ""Success"", Font: Roboto, Font weight: 500, Font size: 16px."
../training_data_raw/components_core/Status_active_avatar.svg,"Size: 34.00, Colors: #b1.00b2.00b5.00, #2.00eb85.00c, #fff, Shapes: circle, path, Elements: filter, clipPath, mask, pattern, Strokes: #fff, Text: none."
../training_data_raw/components_core/Underline_Tabs.svg,"Size: 285x36, 
Colors: #ebedef, #32100fdb, #374254, 
Shapes: rectangle, 
Elements: text, path, 
Strokes: 3.00, 
Text: ""Link"", ""Disabled"", 
Keywords: SVG, fill, viewBox, dominant-baseline, textLength, lengthAdjust, class, stroke-linecap, font-family, font-weight, white-space, font-size, fill-opacity."
../training_data_raw/components_core/Text_Button_Disabled.svg,"Size: 82x20, Colors: #4b3cd9 (fill), 30% opacity, Shapes: rectangle, rounded corners, Elements: text, Strokes: none, Text: ""Text Button"", Font: Roboto, Font weight: 500, Font size: 16px, Length adjust: spacingAndGlyphs."
../training_data_raw/components_core/Header.svg,"Size: 1560.00 x 190.01, Colors: #fff, #374254, Shapes: rectangle, text box, Elements: path, text, Strokes: 2.00, Text: Roboto font, 300.00 and 400.00 font weight, 18.00px and 56.00px font size."
../training_data_raw/components_core/Horisontal_Nav.svg,"Size: 266x20, Colors: #374254, Shapes: Rectangular, Elements: Text, Strokes: None, Text: ""Link"" and ""Disabled"", Font: Roboto, Font-weight: 500, Text-size: 16px, Text-color: #374254."
../training_data_raw/components_core/Default_input_L.svg,"Size: 560x40, Colors: white, #9.00da5.00b1.00, Shapes: rectangle with rounded corners, Elements: text, Strokes: #9.00da5.00b1.00, Text: ""Default input"", Font: Roboto, Font size: 18px."
../training_data_raw/components_core/Progress_bar.svg,"Size: 860.00 x 20.00, Colors: #b1.00b2.00b5.00, Shapes: Rectangle with rounded corners, Elements: SVG, Strokes: None, Text: None."
../training_data_raw/components_core/Default_Button-1.svg,"Size: 156x42, 
Colors: #32100fdb, #ebedef, 
Shapes: rectangle with rounded corners, 
Elements: text, 
Strokes: none, 
Text: ""Text Button"", 
Keywords: SVG, viewBox, filter, defs, rect, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, font-weight, white-space, font-size, fill."
../training_data_raw/components_core/Default_Button_S_Button.svg,"Size: 126x32, 
Colors: #32100fdb, #ebedef, 
Shapes: rectangle, 
Elements: filter, 
Strokes: none, 
Text: ""Text Button"", 
Font: Roboto, 
Font weight: 500, 
Text size: 14px, 
Text color: #ebedef."
../training_data_raw/components_core/Pills_Tabs.svg,"Size: 432x32, Colors: #32100fdb, #ebedef, #374254, Shapes: rectangle, text, Elements: pills, tabs, Strokes: none, Text: ""Active"", ""Link"", ""Disabled"", Font: Roboto, LengthAdjust: spacingAndGlyphs, Dominant-baseline: ideographic."
../training_data_raw/components_material_design/Icon_Button_Tonal_Toggle_[Selected].svg,"Size: 48.00, Colors: #e8.00def8.00, #1.00e192.00b, Shapes: Rect, Path, Elements: Toggle, Strokes: None, Text: None."
../training_data_raw/components_material_design/Input_Chip_+_Avatar_+_Close_[disabled].svg,"Size: 159x32, 
Colors: #1.00c1.00b1.00f, #fffbfe, 
Shapes: rectangle, clipPath, path, 
Elements: pattern, use, text, 
Strokes: 2.00, 
Text: Input Disabled, 
Keywords: chip, avatar, disabled, fill, viewBox, clip-path, opacity, font-family, font-size."
../training_data_raw/components_material_design/Filled_Text_Field.svg,"Size: 340x56, Colors: #e700e0ec, #49454.00e, Shapes: rectangle, path, Elements: clipPath, g, text, Strokes: none, Text: Roboto, 16px, Label Text."
../training_data_raw/components_material_design/Filled_Suggestion_Chip.svg,"Size: 156.00 x 32.00
Colors: #e8.00def8.00, #1.00e192.00b
Shapes: rectangle, clip path, path
Elements: clipPath, defs, g, rect, text
Strokes: none
Text: ""Suggestion Enabled""
Keywords: fill, viewBox, clipPath, rx, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill."
../training_data_raw/components_material_design/Primary_Tab.svg,"Size: 360x48, Colors: #fffbfe, #e7.00e0.00ec, #6750.00a4.00, Shapes: rectangle, path, text, Elements: Audio, Photos, Video, Strokes: 2.00, Text: Roboto, 14.00px, 10+ facts."
../training_data_raw/components_material_design/Linear_50%_Progress_Indicator.svg,"Linear, 50% progress, indicator, SVG, viewBox, clipPath, path, fill, colors, shapes."
../training_data_raw/components_material_design/1_Line_Icon_List_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, text, Elements: clipPath, path, g, Strokes: none, Text: Headline, Roboto font, 16px, letter-spacing: .4.00px, fill: #1.00c1.00b1.00f."
../training_data_raw/components_material_design/Inset_Divider.svg,"Size: 260.00,9.00
Colors: none, #c4.00c7.00c5.00
Shapes: path
Elements: defs, clipPath, use, g
Strokes: 2.00
Text: none
Other: opacity, viewBox"
../training_data_raw/components_material_design/Elevated_Filter_Chip_On_[disabled].svg,"Size: 139.00 x 32.00, Colors: #1.00c1.00b1.00f, Shapes: Rect, Path, Text, Elements: ClipPath, Opacity, Fill, Strokes: None, Text: Filter Disabled, Keywords: Elevated, Filter Chip, Disabled, Spacing, Glyphs, Roboto, Letter-spacing, Dominant-baseline, White-space."
../training_data_raw/components_material_design/Segmented_Button_[disabled].svg,"Size: 310x48, Colors: #1.00c1.00b1.00f, #79747.00e, Shapes: Rectangles, Paths, Elements: Segmented buttons, Strokes: 2.00, Text: ""Enabled"", ""Disabled"", Font: Roboto, Keywords: Segmented button, Disabled state, Stroke width, Clip path, Text length, Length adjust, Fill, Viewbox, Dominant baseline, Letter spacing."
../training_data_raw/components_material_design/1_Line_Checkbox_List.svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, #6750.00a4.00, Shapes: rectangle, path, text, Elements: checkbox, headline, Strokes: none, Text: Roboto, 16px, bold, spacingAndGlyphs."
../training_data_raw/components_material_design/Surface_FAB.svg,"Size: 56.00
Colors: #fffbfe, #6750.00a4.00
Shapes: rectangle, path
Elements: filter, clipPath, g
Strokes: none
Text: none"
../training_data_raw/components_material_design/Icon_Button_Standard.svg,"Size: 48.00
Colors: #49454.00e
Shapes: path
Elements: g
Strokes: none
Text: none"
../training_data_raw/components_material_design/Input_Filled_Chip_[disabled].svg,"size: 113x32, colors: #1c1b1f, #1c1b1f with opacity of 0.12 and 0.38, shapes: rectangle with rounded corners, elements: clipPath, viewBox, defs, text, strokes: none, text: ""Input Disabled"", font: Roboto, font-size: 14px, font-weight: 500, letter-spacing: 0.1px."
../training_data_raw/components_material_design/Menu_Search_Bar_+_Action.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4, #49454.00e, Shapes: rectangle, path, Text: Roboto font, 16.00px, Hinted text, Elements: search bar, action button, Strokes: none."
../training_data_raw/components_material_design/2_Lines_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #6750.00a4.00, #fff, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: lines, list, control, Strokes: none, Text: short supporting text, headline."
../training_data_raw/components_material_design/Radio_Button_[selected_disabled].svg,"size: 20.00, colors: #1.00c1.00b1.00f, opacity: .38.00, shapes: rect, ellipse, elements: clipPath, use, path, strokes: 4.00, text: none, selected_disabled."
../training_data_raw/components_material_design/1_Line_Video_List_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #e7.00e0.00ec, #1.00c1.00b1.00f, #c4.00c7.00c5.00, #49454.00e, Shapes: path, ellipse, text, Strokes: 4.00, Elements: clipPath, defs, use, Opacity: .38.00, Text: Headline, Font: Roboto, Font-size: 16.00px, Letter-spacing: .4.00px."
../training_data_raw/components_material_design/Elevated_Suggestion_Chip_+_Icon.svg,"Size: 174x32
Colors: #fffbfe, #6750a4, #49454e
Shapes: rectangle with rounded corners
Elements: suggestion icon
Strokes: none
Text: ""Suggestion Enabled"" in Roboto font, 14px, bold, with letter-spacing of 0.1px"
../training_data_raw/components_material_design/Suggestion_Chip.svg,"Size: 156.00 x 32.00, 
Colors: #79747.00e, #49454.00e, 
Shapes: rectangle, path, 
Elements: clipPath, use, rect, text, 
Strokes: 2.00, 
Text: ""Suggestion Enabled"", 
Keywords: fill, viewBox, clip-path, rx, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill."
../training_data_raw/components_material_design/Filled_Text_Field_+_Suffix_[populated_disabled].svg,"Size: 124x56, Colors: #1.00c1.00b1.00f, Shapes: rectangle, Elements: text, Strokes: none, Text: ""Label Text"", ""lbs"", ""143.00""."
../training_data_raw/components_material_design/Input_Chip_+_Icon_+_Close_[disabled].svg,"Size: 157x32, Colors: #1.00c1.00b1.00f, #fffbfe, Shapes: rectangle, path, text, Elements: chip, icon, close, Strokes: 2.00, Text: Input Disabled, Keywords: disabled, clip-path, fill, viewBox, opacity, rx, lengthAdjust, dominant-baseline, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/3_Lines_List.svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, Elements: clipPath, g, text, Strokes: none, Text: supporting text, multiple lines, headline."
../training_data_raw/components_material_design/Button_Elevated.svg,"Size: 146x40, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: ""Elevated Button"", Font: Roboto, Font weight: 500, Font size: 14px, Letter spacing: 0.1px."
../training_data_raw/components_material_design/Elevated_Assist_Chip_+_Icon.svg,"Size: 143x32, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle with rounded corners, Elements: chip icon, text, Strokes: none, Text: ""Assist Enabled"", Keywords: small, purple, white, rounded, chip, icon, text, assist."
../training_data_raw/components_material_design/Filter_Chip_Off_[disabled].svg,"Size: 121x32, 
Colors: #1c1b1f, 
Shapes: rectangle, path, 
Elements: clipPath, use, text, 
Strokes: 2.00, 
Text: Filter Disabled, 
Keywords: svg, clip-path, fill, viewBox, opacity, font-family, font-size, font-weight, letter-spacing, text-transform."
../training_data_raw/components_material_design/Filled_Text_Field_+_LeadingTrailing_Icon_[focused_error].svg,"Filled text field, leading/trailing icon, focused error, clip path, support text, label text, stroke, dominant baseline, text length, letter spacing. Size: 340x56. Colors: #e700e0ec, #b3261.00e, #1.00c1.00b1.00f, #49454.00e. Shapes: rectangle, path. Elements: text, path."
../training_data_raw/components_material_design/2_Lines_Avatar_List.svg,"Size: 360x72, Colors: #fffbfe, #eaddff, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, clipPath, path, Elements: text, g, clip-path, Strokes: none, Text: Roboto, short supporting text, headline, letter-spacing."
../training_data_raw/components_material_design/Primary_Tab_+_Icon.svg,"Size: 360x64, Colors: #fffbfe, #e7.00e0.00ec, #49454.00e, #6750.00a4, Shapes: rectangle, path, text, Elements: audio icon, photo icon, video icon, Strokes: 2.00, Text: ""Audio"", ""Photos"", ""Video"", Keywords: primary tab, icon, clipPath, viewBox, fill, opacity, dominant-baseline, textLength, lengthAdjust, class."
../training_data_raw/components_material_design/2_Lines_Option_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, #6750.00a4.00, Shapes: Rect, Circle, Text, Elements: Option List, Control, Strokes: 4.00, Text: Short supporting text, Headline, 100.00+."
../training_data_raw/components_material_design/1_Line_Option_List_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, Elements: clipPath, defs, use, Strokes: 4.00, Text: Roboto, 16.00px, Headline."
../training_data_raw/components_material_design/Avatar_Container.svg,"Size: 40.00 x 40.00, Colors: #eaddff, #21005.00e, Shapes: rectangle, circle, Elements: clipPath, g, text, Strokes: none, Text: ""A"", Font: Roboto, Font size: 16.00px, Font weight: 500.00, Letter spacing: 0.1."
../training_data_raw/components_material_design/Tertiary_FAB_Large.svg,"Size: 96.00
Colors: #ffd8.00e4.00, #6750.00a4.00, #370.00b1.00e
Shapes: Rectangles, Path
Elements: ClipPath, Filter
Strokes: None
Text: None"
../training_data_raw/components_material_design/Docked_Search_View_+_History.svg,"Size: 360x250, Colors: #fffbfe, #6750a4, #49454e, #1c1b1f, #1c1b1f, #1c1b1f, Shapes: rectangle, paths, Text: Renée, Peanut's Recipes, Peanut, Search Replies, Strokes: #c4c7c5, Elements: clipPath, use, text, path."
../training_data_raw/components_material_design/Input_Chip_+_Avatar_[disabled].svg,"Size: 137x32, Shapes: Rectangles, Text, ClipPath, Pattern, Colors: #1c1b1f, #fffbfe, Strokes: 2.00, Elements: Use, Path, Opacity, Fill, ViewBox, LengthAdjust, Dominant-baseline, Letter-spacing, Font-family, Font-size, FontWeight, Clip-path."
../training_data_raw/components_material_design/Input_Chip_[disabled].svg,"size: 113x32, 
colors: #1.00c1.00b1.00f, #fffbfe, 
shapes: rectangle, path, 
elements: clipPath, use, text, 
strokes: 2.00, 
text: Input Disabled, 
attributes: rx, opacity, fill, viewBox, lengthAdjust, dominant-baseline, textLength, letter-spacing, font-family, font-size, font-weight."
../training_data_raw/components_material_design/Navigation_Bar_4_Items.svg,"size: 390x80, 
colors: #fffbfe, #6750a4, #e800de, #b32610, #49454e, 
shapes: rectangle, ellipse, path, text, 
elements: navigation bar, items, clip paths, 
strokes: none, 
text: ""1.00"""
../training_data_raw/components_material_design/3_Lines_Option_List.svg,"Size: 360x88, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle, circle, path, Elements: text, clipPath, use, Strokes: 4.00, Text: Roboto, 16.00px, Headline, Supporting text, Multiple lines, LengthAdjust, Dominant-baseline."
../training_data_raw/components_material_design/Graph_Outlined_Card.svg,"Size: 180x180, Colors: #fffbfe, #79747.00e, #6750.00a4, Shapes: rectangle, path, text, Elements: graph, outlined card, Strokes: 2.00, Text: Roboto font, 12.00px, 14.00px, 28.00px, Keywords: clip-path, fill, viewBox, clipPath, rx, width, height, fill-rule, clip-rule, textLength."
../training_data_raw/components_material_design/Checkbox_[indeterminate_disabled].svg,"Size: 18.00, Colors: #1.00c1.00b1.00f, #fffbfe, Shapes: Rect, Path, Elements: Checkbox, ClipPath, Strokes: None, Text: None."
../training_data_raw/components_material_design/Filled_Text_Field_+_Support_Content.svg,"Size: 340x56, Colors: #e700e0ec, #49454.00e, Shapes: rectangle, path, Elements: text, clipPath, Strokes: none, Text: ""6.00/30.00"", ""Supporting Text"", ""Label Text"", Font: Roboto, Font-size: 16px, Letter-spacing: 4px."
../training_data_raw/components_material_design/3_Lines_Option_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1c1b1f, Shapes: rectangle, circle, path, Elements: text, clipPath, use, Strokes: 4.00, Text: Supporting text, Headline."
../training_data_raw/components_material_design/Simple_Dialog.svg,"Size: 280x240, 
Colors: #fffbfe, #6750a4, #c4c7c5, #1c1b1f, 
Shapes: rectangle, path, text, 
Elements: dialog box, headline, action button, 
Strokes: 2px, 
Text: Roboto font, 14px, 24px, 4 lines of text, critical information, modal window."
../training_data_raw/components_material_design/Button_Tonal_[disabled].svg,"Size: 127.00 x 40.00, 
Colors: #1.00c1.00b1.00f, 
Shapes: Rectangular with rounded corners (rx=20.00), 
Elements: Text, 
Strokes: None, 
Text: ""Tonal Button"", 
Text attributes: Roboto font, font-size: 14.00px, font-weight: 500.00, letter-spacing: .1.00px, lengthAdjust: spacingAndGlyphs, dominant-baseline: ideographic, 
Opacity: .12.00 for the background and .38.00 for the text."
../training_data_raw/components_material_design/Assist_Chip.svg,"Size: 123.00 x 32.00, 
Colors: #79747.00e, #1.00c1.00b1.00f, 
Shapes: rectangle, path, 
Elements: clipPath, use, rect, text, 
Strokes: 2.00, 
Text: ""Assist Enabled"", 
Keywords: SVG, clip-path, fill, viewBox, defs, rx, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill."
../training_data_raw/components_material_design/Bottom_App_Bar.svg,"Size: 390x80, Colors: #fffbfe, #6750.00a4, Shapes: rectangles, Paths: 4, Elements: clipPath, g, path, Strokes: none, Text: none."
../training_data_raw/components_material_design/Icon_Button_Standard_[Disabled].svg,"48x48, blue and white, circular, arrows, lines, disabled, icon, standard, no text."
../training_data_raw/components_material_design/Input_Chip.svg,"Size: 109.00 x 32.00, Colors: #fffbfe, #79747.00e, Shapes: Rectangles, Text: ""Input Enabled"", Elements: ClipPath, Use, Strokes: 2.00."
../training_data_raw/components_material_design/Switch_Off.svg,"Size: 52.00 x 32.00, 
Colors: #e7.00e0.00ec, #79747.00e, 
Shapes: rectangle, circle, 
Elements: clipPath, use, 
Strokes: 4.00, 
Text: none."
../training_data_raw/components_material_design/Generic_Avatar.svg,"Size: 24.00x24.00, Shape: Rectangles, Circles, Path, Colors: #49454.00e, Elements: Avatar, Strokes: 2.00, Text: None."
../training_data_raw/components_material_design/Filled_Text_Field_+_Suffix_[focused].svg,"Size: 124x56, Colors: #e700e0ec, #6750a4, #49454e, #1c1b1f, Shapes: rectangle, path, text, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: ""lbs"", ""|"", ""143.00"", ""Label Text"", Font: Roboto, Font-size: 16px, 12px, Font-weight: 400, LengthAdjust: spacingAndGlyphs, Baseline: ideographic."
../training_data_raw/components_material_design/Docked_Search_View.svg,"Size: 360x340, Colors: #fffbfe, #6750a4, #f9dedc, #ffd8e4, #eaddff, #c4c7c5, #4100e0, #3700b1, #21005, Shapes: rectangle, path, text, Elements: clipPath, use, defs, Strokes: #c4c7c5, Text: Headline, time, event title, event description, initials."
../training_data_raw/components_material_design/Navigation_Rail_Active_Label_Only_+_Menu.svg,
../training_data_raw/components_material_design/Suggestion_Chip_[disabled].svg,"Size: 160.00 x 32.00, 
Colors: #1.00c1.00b1.00f, opacity .12.00 and .38.00, 
Shapes: rectangle with rounded corners (rx=8.00), 
Elements: clipPath, defs, path, text, 
Strokes: stroke=""#1.00c1.00b1.00f"", 
Text: ""Suggestion Disabled"", font-family: Roboto, font-size: 14.00px, font-weight: 500.00, letter-spacing: .1.00px, lengthAdjust: spacingAndGlyphs, textLength: 128.90, white-space: pre, dominant-baseline: ideographic."
../training_data_raw/components_material_design/Filled_Text_Field_+_LeadingTrailing_Icon_[error].svg,"Size: 340x56, Colors: #e7.00e0.00ec, #b3261.00e, #49454.00e, Shapes: rectangle, path, Text: Roboto, Supporting Text, Label Text, Elements: clipPath, viewBox, LeadingTrailing Icon, Strokes: none."
../training_data_raw/components_material_design/Filter_Chip_On_[disabled].svg,"Size: 139x32, Colors: #1.00c1.00b1.00f, Shapes: Rect, ClipPath, Path, Text, Elements: Filter chip, Opacity, Fill, Strokes: None, Text: ""Filter Disabled"", Font: Roboto, Font-size: 14px, FontWeight: 500."
../training_data_raw/components_material_design/Switch_On_+_Icon.svg,"Size: 52.00 x 32.00, Colors: #6750.00a4.00, #fff, #21005.00e, Shapes: rectangle, ellipse, path, Elements: switch, icon, Strokes: none, Text: none."
../training_data_raw/components_material_design/Suggestion_Chip_+_Icon_[disabled].svg,"Size: 178.00 x 32.00
Colors: #1.00c1.00b1.00f (blue)
Shapes: Rectangle with rounded corners (rx=8.00)
Elements: Text, suggestion icon
Strokes: Blue border around the rectangle
Text: ""Suggestion Disabled"" in Roboto font, 14.00px, bold, blue color, with letter-spacing of 0.1.00px."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Suffix_[focused].svg,"Outlined text field, suffix, focused, rectangular shape, rounded corners, stroke width, gray stroke color, white fill color, label text, weight unit, text alignment, font style, font size, font color."
../training_data_raw/components_material_design/Segmented_Button.svg,"Size: 306x48, Colors: #79747.00e, #1.00c1.00b1.00f, Shapes: rectangles, paths, Elements: text, strokes, clip paths, Text: ""Enabled"", LengthAdjust: spacingAndGlyphs."
../training_data_raw/components_material_design/Modal_Navigation_Drawer.svg,
../training_data_raw/components_material_design/Filled_Suggestion_Chip_[disabled].svg,"Size: 160x32
Colors: #1.00c1.00b1.00f, opacity .12.00 and .38.00
Shapes: rectangle with rounded corners (rx=8.00)
Elements: clipPath, defs, g, rect, text
Strokes: none
Text: ""Suggestion Disabled"", font-family: Roboto, font-size: 14.00px, font-weight: 500.00, letter-spacing: .1.00px, white-space: pre, fill: #1.00c1.00b1.00f"
../training_data_raw/components_material_design/Image_Placeholder.svg,"Size: 56.00x56.00, Colors: #c4.00c7.00c5.00, #49454.00e, Shapes: circle, path, Strokes: 4.00, Elements: clipPath, defs, use, Text: none."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Support_Content.svg,"Outlined text field, support content, rectangular shape, rounded corners, clip paths, stroke width, stroke color, label text, supporting text, text length."
../training_data_raw/components_material_design/Outlined_Text_Field_[disabled].svg,"Outlined text field, disabled, rectangular shape, 340x56 size, stroke width 2, stroke color #1.00c1.00b1.00f, clip paths, text length 73.11, font family Roboto, font size 16, label text."
../training_data_raw/components_material_design/Elevated_Filter_Chip_Off.svg,"Size: 117x32, Colors: #fffbfe, #6750a4, Shapes: rectangle, clip path, Text: ""Filter Enabled"", Font: Roboto, Elements: filter, clip path, strokes: none."
../training_data_raw/components_material_design/Outlined_Text_Field_+_LeadingTrailing_Icon_[populated_disabled].svg,"Outlined text field, leading/trailing icon, populated/disabled, rectangular shape, rounded corners, stroke width 2, stroke color #1.00c1.00b1.00f, fill color none/opacity .12, label text, font family Roboto, font size 16/12, text color #1.00c1.00b1.00f, text alignment left, length adjust spacing and glyphs, letter spacing .4px."
../training_data_raw/components_material_design/3_Lines_Img_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #c4c7c5, #6750a4, #fff, #1c1b1f, #49454e, #e7e0ec, Shapes: rectangle, circle, path, text, Elements: lines, images, text, Strokes: 4px, 2px, Text: headline, supporting text, Keywords: SVG, clip-path, viewBox, fill, opacity, dominant-baseline, textLength, lengthAdjust, font-family, letter-spacing, font-weight, white-space."
../training_data_raw/components_material_design/Switch_On.svg,"Size: 52.00 x 32.00, Colors: #6750.00a4.00, #fff, Shapes: rectangle, circle, Elements: clipPath, defs, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/Filled_Text_Field_+_Support_Content_[error].svg,"size: 340x56, 
colors: #e700ec, #b3261e, #49454e, 
shapes: rectangle, path, 
elements: text, clipPath, 
strokes: none, 
text: Supporting Text, Label Text, 6/30."
../training_data_raw/components_material_design/Search_Bar_+_Avatar.svg,"Size: 360x56, Colors: #fffbfe, #6750a4, #49454e, #1c1b1f, Shapes: rectangle, circle, path, Elements: search bar, avatar, strokes, Text: hinted text."
../training_data_raw/components_material_design/Menu_Search_Bar_+_Action_+_More.svg,"Size: 360x56, 
Colors: #fffbfe, #6750.00a4, #49454.00e, 
Shapes: rectangle, path, 
Elements: search bar, action button, more button, 
Strokes: none, 
Text: hinted text, Roboto font, 16.00px, letter-spacing: .4.00px."
../training_data_raw/components_material_design/Day_Mode_Scrim.svg,"Size: 390x844, Colors: black, Shapes: rectangle, Elements: clipPath, opacity, g, path, Strokes: none, Text: none."
../training_data_raw/components_material_design/Elevated_Large_Top_App_Bar.svg,"Elevated, Large, Top App Bar, Size: 390x152, Colors: #fffbfe, #6750.00a4.00, #1.00c1.00b1.00f, Shapes: rectangle, rounded corners, Elements: text, path, clipPath, Strokes: none, Text: ""Large Top Bar"", Font: Roboto, Font size: 28.00px, Font weight: 400.00, Text color: #1.00c1.00b1.00f."
../training_data_raw/components_material_design/3_Lines_Checkbox_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, clipPath, path, Elements: checkbox, text, Strokes: 4.00, Text: Roboto, 16.00px, Headline, Supporting text, Keywords: disabled, viewBox, fill, opacity, dominant-baseline, textLength, lengthAdjust, clip-path, rx, width, height."
../training_data_raw/components_material_design/2_Lines_Checkbox_List.svg,"Size: 360x72, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, #fff, #6750.00a4.00, Shapes: Rectangles, Paths, Text, Elements: Checkboxes, Supporting Text, Headline, Strokes: 4.00, Text: Roboto, Short, Spacing, Glyphs, Letter-spacing, Dominant-baseline, White-space, Font-size, Font-weight."
../training_data_raw/components_material_design/3_Lines_Img_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #e7.00e0.00ec, #c4.00c7.00c5.00, #1.00c1.00b1.00f, #49454.00e, Shapes: lines, rectangles, circles, Elements: text, clipPath, path, strokes, Text: headline and supporting text, Opacity: .38.00, .4.00."
../training_data_raw/components_material_design/Tertiary_FAB_Small.svg,"Size: 40.00
Colors: #ffd8.00e4.00, #6750.00a4.00, #370.00b1.00e
Shapes: rect, path
Elements: clipPath, filter, g, defs, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend
Strokes: none
Text: none"
